shipment_id,supplier,origin,destination,transport_mode,distance_km,shipping_cost,weather_condition,traffic_level,order_priority,expected_delivery_days,actual_delivery_days,delayed
SHP-001553,Supplier_I,Los Angeles,Denver,Road,1017,8963.37,Rain,Moderate,Critical,7,7,0
SHP-001554,Supplier_R,Los Angeles,Orlando,Sea,3274,1079.58,Rain,Low,Medium,9,9,0
SHP-001555,Supplier_D,Phoenix,Las Vegas,Road,2341,6582.8,Rain,Moderate,Critical,9,7,0
SHP-001556,Supplier_O,San Jose,Seattle,Air,189,9074.51,Clear,Moderate,Medium,11,9,0
SHP-001557,Supplier_L,Chicago,Orlando,Rail,1809,1729.06,Rain,Low,Low,4,4,0
SHP-001558,Supplier_V,Los Angeles,Detroit,Road,2269,9684.85,Clear,Severe,Low,7,13,1
SHP-001559,Supplier_X,San Antonio,Boston,Sea,4338,4556.19,Fog,Low,Low,5,8,1
SHP-001560,Supplier_V,Phoenix,Denver,Air,3141,9459.87,Snow,High,High,7,11,1
SHP-001561,Supplier_I,Houston,Orlando,Sea,205,6784.36,Fog,Low,Critical,4,3,0
SHP-001562,Supplier_S,Houston,Nashville,Road,986,3050.79,Clear,High,Critical,12,13,1
SHP-001563,Supplier_M,Phoenix,Atlanta,Road,527,1923.61,Clear,Low,High,10,9,0
SHP-001564,Supplier_U,San Diego,Las Vegas,Rail,1995,3072.16,Clear,High,Low,11,18,1
SHP-001565,Supplier_L,Chicago,Boston,Rail,416,975.52,Clear,Low,Medium,11,11,0
SHP-001566,Supplier_D,Chicago,Boston,Road,734,1481.49,Clear,High,Low,1,1,0
SHP-001567,Supplier_V,Dallas,Nashville,Air,2025,1091.37,Rain,Moderate,Critical,4,2,0
SHP-001568,Supplier_H,Chicago,Denver,Road,2156,4258.29,Clear,Low,High,13,13,0
SHP-001569,Supplier_P,New York,Nashville,Rail,3244,7966.0,Rain,High,Medium,10,9,0
SHP-001570,Supplier_A,New York,Portland,Air,2370,1456.77,Storm,Low,High,3,1,0
SHP-001571,Supplier_T,Philadelphia,Atlanta,Road,1539,1346.69,Rain,Severe,Low,9,8,0
SHP-001572,Supplier_R,Philadelphia,Boston,Air,652,6452.12,Clear,Low,High,5,5,0
SHP-001573,Supplier_K,San Diego,Nashville,Sea,815,2011.97,Clear,Moderate,Medium,4,4,0
SHP-001574,Supplier_T,San Diego,Denver,Air,4011,1021.22,Clear,High,Low,8,8,0
SHP-001575,Supplier_H,Dallas,Las Vegas,Air,1813,1710.14,Clear,Low,Low,5,3,0
SHP-001576,Supplier_U,Phoenix,Seattle,Road,3489,9241.13,Rain,Low,Medium,3,10,1
SHP-001577,Supplier_C,Dallas,Atlanta,Rail,1207,8223.64,Clear,High,Critical,2,2,0
SHP-001578,Supplier_U,San Diego,Boston,Sea,4306,3572.94,Storm,High,Medium,8,12,1
SHP-001579,Supplier_O,Chicago,Seattle,Rail,350,6575.42,Snow,Severe,Critical,12,18,1
SHP-001580,Supplier_W,Dallas,Detroit,Rail,2530,5395.89,Rain,Low,Low,2,5,1
SHP-001581,Supplier_J,Chicago,Orlando,Rail,2154,6787.39,Clear,Moderate,High,14,12,0
SHP-001582,Supplier_U,San Jose,Las Vegas,Air,558,6842.58,Clear,Low,Critical,8,8,0
SHP-001583,Supplier_N,San Jose,Orlando,Road,307,6305.9,Snow,Low,Medium,5,5,0
SHP-001584,Supplier_D,San Diego,Denver,Rail,999,2697.71,Clear,High,Critical,8,7,0
SHP-001585,Supplier_E,San Jose,Nashville,Road,3561,438.11,Clear,Low,High,5,10,1
SHP-001586,Supplier_B,San Antonio,Denver,Road,3485,4582.89,Clear,Moderate,Critical,1,1,0
SHP-001587,Supplier_B,Dallas,Detroit,Rail,121,8915.19,Clear,Moderate,Low,12,12,0
SHP-001588,Supplier_J,Dallas,Nashville,Rail,509,5716.5,Snow,High,High,13,15,1
SHP-001589,Supplier_P,Phoenix,Nashville,Road,994,8332.29,Clear,Severe,High,11,14,1
SHP-001590,Supplier_D,Philadelphia,Miami,Sea,614,9916.66,Rain,Moderate,Critical,14,12,0
SHP-001591,Supplier_D,San Diego,Orlando,Road,4209,1677.98,Clear,Moderate,Low,11,10,0
SHP-001592,Supplier_H,Dallas,Seattle,Road,2234,6933.19,Rain,High,High,2,9,1
SHP-001593,Supplier_R,Houston,Atlanta,Sea,3695,6759.22,Storm,Moderate,High,14,14,0
SHP-001594,Supplier_E,Los Angeles,Boston,Rail,3056,9800.56,Storm,Low,High,6,12,1
SHP-001595,Supplier_M,San Diego,Atlanta,Road,1660,9856.73,Clear,Low,Low,3,10,1
SHP-001596,Supplier_O,Phoenix,Las Vegas,Road,1366,6882.45,Clear,Low,Medium,8,8,0
SHP-001597,Supplier_L,Philadelphia,Atlanta,Air,2269,2473.97,Clear,Moderate,Low,5,3,0
SHP-001598,Supplier_V,San Antonio,Las Vegas,Rail,3738,7995.63,Rain,High,High,3,1,0
SHP-001599,Supplier_X,Phoenix,Nashville,Air,849,1114.94,Rain,Low,Low,12,19,1
SHP-001600,Supplier_W,Chicago,Atlanta,Road,3527,7817.96,Rain,Low,Critical,10,8,0
SHP-001601,Supplier_R,Phoenix,Detroit,Air,4880,9106.45,Clear,Severe,High,7,6,0
SHP-001602,Supplier_N,New York,Atlanta,Air,2027,3859.19,Rain,High,Low,14,13,0
SHP-001603,Supplier_S,New York,Detroit,Sea,3904,6324.82,Clear,Moderate,Low,8,8,0
SHP-001604,Supplier_X,Dallas,Detroit,Air,3802,4329.92,Snow,Low,High,4,2,0
SHP-001605,Supplier_X,Chicago,Boston,Sea,2456,4405.76,Clear,Low,High,13,13,0
SHP-001606,Supplier_E,Philadelphia,Denver,Air,4890,3138.19,Snow,Low,Critical,13,16,1
SHP-001607,Supplier_N,Phoenix,Seattle,Sea,2435,7633.19,Clear,Low,High,11,11,0
SHP-001608,Supplier_U,San Diego,Boston,Road,406,9364.96,Clear,Low,Low,9,7,0
SHP-001609,Supplier_D,Dallas,Miami,Air,3765,9410.47,Snow,Moderate,Low,6,13,1
SHP-001610,Supplier_P,New York,Atlanta,Sea,2089,1789.07,Clear,Low,Critical,14,13,0
SHP-001611,Supplier_T,San Diego,Nashville,Sea,761,8753.7,Snow,Low,Medium,1,1,0
SHP-001612,Supplier_N,San Diego,Seattle,Air,4744,7387.44,Rain,Low,High,5,4,0
SHP-001613,Supplier_I,Phoenix,Nashville,Air,411,2565.73,Rain,Moderate,Critical,5,5,0
SHP-001614,Supplier_B,New York,Atlanta,Air,3020,719.48,Clear,Moderate,Critical,7,7,0
SHP-001615,Supplier_W,San Antonio,Atlanta,Air,1182,2716.57,Clear,Moderate,High,7,7,0
SHP-001616,Supplier_L,Phoenix,Denver,Road,3071,9126.47,Rain,Low,Medium,6,4,0
SHP-001617,Supplier_G,San Jose,Las Vegas,Air,854,6350.13,Clear,Low,Low,8,7,0
SHP-001618,Supplier_O,Houston,Boston,Sea,4230,7224.49,Rain,Low,Critical,2,1,0
SHP-001619,Supplier_O,New York,Orlando,Rail,4640,2608.67,Clear,Low,Low,14,12,0
SHP-001620,Supplier_H,Dallas,Portland,Road,452,7207.91,Clear,High,Medium,13,20,1
SHP-001621,Supplier_L,Philadelphia,Atlanta,Air,1002,329.81,Clear,Severe,Low,13,12,0
SHP-001622,Supplier_D,Houston,Las Vegas,Air,3988,3784.45,Clear,Moderate,High,7,7,0
SHP-001623,Supplier_V,San Antonio,Detroit,Air,258,6286.2,Clear,Severe,Medium,10,9,0
SHP-001624,Supplier_L,Dallas,Orlando,Sea,2077,1503.66,Snow,Moderate,Critical,7,9,1
SHP-001625,Supplier_R,San Antonio,Boston,Sea,1056,8238.89,Snow,Low,Medium,4,2,0
SHP-001626,Supplier_U,San Antonio,Las Vegas,Air,2171,2388.56,Clear,Severe,Low,12,12,0
SHP-001627,Supplier_L,Houston,Boston,Sea,503,6540.2,Fog,Low,Low,10,10,0
SHP-001628,Supplier_B,Chicago,Orlando,Air,4711,4081.71,Rain,Moderate,Critical,2,1,0
SHP-001629,Supplier_M,San Antonio,Atlanta,Air,2879,5980.63,Fog,Low,Low,4,10,1
SHP-001630,Supplier_I,San Antonio,Miami,Air,1487,1119.13,Snow,Low,Medium,4,2,0
SHP-001631,Supplier_G,Houston,Denver,Rail,3553,218.28,Snow,Moderate,Low,12,16,1
SHP-001632,Supplier_D,Phoenix,Detroit,Sea,1055,9100.17,Clear,Moderate,Medium,12,12,0
SHP-001633,Supplier_O,Los Angeles,Nashville,Sea,1812,2732.82,Clear,Low,High,6,5,0
SHP-001634,Supplier_C,San Antonio,Denver,Air,4803,8205.79,Clear,Low,Low,14,12,0
SHP-001635,Supplier_V,Houston,Detroit,Air,1373,9993.54,Snow,Low,Medium,7,5,0
SHP-001636,Supplier_G,Dallas,Las Vegas,Rail,3911,2153.74,Clear,Severe,Medium,3,9,1
SHP-001637,Supplier_U,San Jose,Las Vegas,Road,2725,2688.45,Snow,High,Critical,10,14,1
SHP-001638,Supplier_U,Phoenix,Orlando,Sea,2482,6645.45,Clear,Moderate,Critical,1,1,0
SHP-001639,Supplier_T,Phoenix,Nashville,Rail,1541,9656.21,Storm,Low,Critical,3,2,0
SHP-001640,Supplier_A,Dallas,Portland,Sea,3079,9162.35,Clear,High,Critical,9,14,1
SHP-001641,Supplier_B,Phoenix,Orlando,Rail,1897,5053.61,Clear,Low,Critical,1,1,0
SHP-001642,Supplier_Z,San Antonio,Denver,Sea,4490,7961.35,Clear,Low,Low,13,11,0
SHP-001643,Supplier_K,Houston,Boston,Rail,4109,1400.67,Clear,Low,Critical,8,7,0
SHP-001644,Supplier_H,Los Angeles,Miami,Road,4950,9775.51,Clear,High,Medium,2,3,1
SHP-001645,Supplier_E,Chicago,Las Vegas,Air,1494,9645.31,Snow,Low,Low,6,9,1
SHP-001646,Supplier_Z,Chicago,Denver,Rail,4381,1679.1,Clear,Low,Medium,3,2,0
SHP-001647,Supplier_S,Phoenix,Denver,Sea,1369,3029.26,Clear,Moderate,Critical,7,6,0
SHP-001648,Supplier_G,Los Angeles,Denver,Air,4832,1046.54,Storm,Low,Critical,2,7,1
SHP-001649,Supplier_C,San Diego,Nashville,Air,3814,2753.59,Clear,Moderate,Critical,4,3,0
SHP-001650,Supplier_Y,San Jose,Orlando,Sea,629,8168.76,Fog,Moderate,Medium,10,8,0
SHP-001651,Supplier_R,San Diego,Boston,Sea,3723,3814.24,Fog,Moderate,Low,9,7,0
SHP-001652,Supplier_G,Phoenix,Miami,Road,3058,929.55,Clear,Low,Medium,6,4,0
SHP-001653,Supplier_S,San Jose,Detroit,Sea,3014,3455.14,Clear,Low,Medium,4,3,0
SHP-001654,Supplier_G,San Diego,Seattle,Sea,4989,9814.76,Clear,High,Critical,2,3,1
SHP-001655,Supplier_H,Houston,Orlando,Air,3691,6315.35,Snow,High,Critical,10,9,0
SHP-001656,Supplier_K,Philadelphia,Nashville,Air,2247,4190.8,Rain,Low,Low,14,18,1
SHP-001657,Supplier_Y,New York,Portland,Sea,4673,1707.06,Rain,Low,Critical,9,8,0
SHP-001658,Supplier_E,Chicago,Denver,Sea,3469,9862.46,Snow,Low,High,4,9,1
SHP-001659,Supplier_Z,New York,Portland,Road,1039,8217.45,Clear,Moderate,Critical,9,7,0
SHP-001660,Supplier_T,Dallas,Detroit,Sea,625,2850.7,Storm,High,Critical,14,21,1
SHP-001661,Supplier_A,New York,Portland,Sea,101,747.18,Snow,Low,High,2,9,1
SHP-001662,Supplier_I,Chicago,Las Vegas,Rail,474,613.42,Rain,Moderate,Medium,7,6,0
SHP-001663,Supplier_E,Los Angeles,Boston,Road,2440,1247.76,Storm,High,Medium,11,12,1
SHP-001664,Supplier_E,Phoenix,Boston,Rail,4105,5828.65,Snow,Severe,High,11,15,1
SHP-001665,Supplier_R,Phoenix,Nashville,Road,3152,9291.2,Clear,Low,Medium,5,6,1
SHP-001666,Supplier_I,Chicago,Las Vegas,Sea,4748,4992.6,Clear,Low,Low,8,7,0
SHP-001667,Supplier_Z,San Diego,Seattle,Rail,2465,8437.31,Clear,Low,Low,11,11,0
SHP-001668,Supplier_F,New York,Boston,Road,1625,4486.57,Clear,High,Critical,14,20,1
SHP-001669,Supplier_D,Houston,Atlanta,Road,4576,7100.41,Fog,High,High,8,9,1
SHP-001670,Supplier_V,Los Angeles,Boston,Sea,1746,7332.13,Clear,Moderate,High,14,12,0
SHP-001671,Supplier_A,Chicago,Nashville,Air,113,1780.94,Rain,Low,Medium,14,17,1
SHP-001672,Supplier_E,New York,Detroit,Road,4699,3644.1,Rain,Low,Low,4,2,0
SHP-001673,Supplier_A,San Diego,Atlanta,Road,2378,6391.16,Clear,Low,High,13,17,1
SHP-001674,Supplier_L,Houston,Atlanta,Sea,3255,753.43,Fog,Moderate,Medium,4,3,0
SHP-001675,Supplier_Z,Philadelphia,Atlanta,Air,229,3647.32,Storm,Low,Medium,8,12,1
SHP-001676,Supplier_Z,San Antonio,Seattle,Air,3914,5371.25,Rain,Low,Low,3,1,0
SHP-001677,Supplier_H,Phoenix,Atlanta,Air,3316,9962.43,Clear,High,Medium,7,8,1
SHP-001678,Supplier_S,San Diego,Denver,Rail,3038,4771.61,Clear,Low,Low,8,6,0
SHP-001679,Supplier_K,Philadelphia,Orlando,Road,4028,8169.76,Clear,Moderate,Medium,8,9,1
SHP-001680,Supplier_A,San Diego,Miami,Air,2140,4349.07,Clear,Low,Low,11,11,0
SHP-001681,Supplier_F,New York,Atlanta,Rail,127,7974.09,Rain,High,Low,10,11,1
SHP-001682,Supplier_I,Philadelphia,Boston,Air,2213,5974.38,Fog,Moderate,High,4,9,1
SHP-001683,Supplier_B,Los Angeles,Las Vegas,Rail,1352,8871.62,Rain,Severe,Low,9,15,1
SHP-001684,Supplier_E,Chicago,Portland,Air,4456,4138.88,Storm,Moderate,High,10,13,1
SHP-001685,Supplier_X,New York,Miami,Air,2146,6062.83,Rain,Severe,Critical,4,11,1
SHP-001686,Supplier_N,Phoenix,Nashville,Road,4655,6318.69,Clear,High,Critical,8,7,0
SHP-001687,Supplier_Q,San Antonio,Las Vegas,Road,4123,4202.96,Storm,Moderate,High,6,4,0
SHP-001688,Supplier_D,Los Angeles,Denver,Air,4496,1485.9,Clear,Severe,High,5,5,0
SHP-001689,Supplier_X,Dallas,Portland,Road,3474,980.92,Storm,Low,Critical,4,11,1
SHP-001690,Supplier_C,San Diego,Portland,Road,3566,215.88,Clear,Low,High,5,10,1
SHP-001691,Supplier_P,Chicago,Las Vegas,Rail,3181,8741.67,Clear,Low,Critical,13,13,0
SHP-001692,Supplier_O,Houston,Las Vegas,Road,3878,2402.93,Storm,Moderate,Low,11,12,1
SHP-001693,Supplier_Y,Phoenix,Atlanta,Rail,729,2154.49,Rain,High,Low,1,2,1
SHP-001694,Supplier_L,San Antonio,Nashville,Road,369,7373.55,Storm,High,Low,7,11,1
SHP-001695,Supplier_Q,New York,Miami,Rail,2739,3234.16,Fog,Low,Medium,8,8,0
SHP-001696,Supplier_S,Los Angeles,Orlando,Road,2093,5085.14,Clear,Moderate,Critical,12,11,0
SHP-001697,Supplier_D,Houston,Seattle,Rail,2991,1666.99,Rain,Low,Critical,9,8,0
SHP-001698,Supplier_O,San Antonio,Miami,Road,3532,9599.47,Clear,Moderate,Critical,13,12,0
SHP-001699,Supplier_Q,San Diego,Nashville,Sea,1380,8523.23,Rain,Low,High,3,1,0
SHP-001700,Supplier_H,Houston,Las Vegas,Sea,2460,8644.71,Snow,Severe,High,9,8,0
SHP-001701,Supplier_T,New York,Detroit,Sea,675,4097.4,Clear,Low,Critical,10,9,0
SHP-001702,Supplier_B,Houston,Seattle,Air,1407,7635.49,Rain,Low,Critical,5,3,0
SHP-001703,Supplier_X,San Diego,Las Vegas,Road,3292,1481.57,Snow,High,Critical,10,11,1
SHP-001704,Supplier_Z,Los Angeles,Orlando,Rail,3278,135.76,Clear,Moderate,High,6,5,0
SHP-001705,Supplier_V,Dallas,Miami,Rail,2834,248.73,Storm,Low,Critical,1,8,1
SHP-001706,Supplier_Q,Houston,Orlando,Rail,2312,5886.69,Rain,Moderate,Critical,9,7,0
SHP-001707,Supplier_J,San Diego,Portland,Road,2452,4581.18,Fog,Low,High,9,8,0
SHP-001708,Supplier_O,San Antonio,Denver,Rail,3668,5204.25,Clear,Severe,Low,6,12,1
SHP-001709,Supplier_U,Phoenix,Las Vegas,Rail,1755,124.26,Clear,Moderate,Critical,8,7,0
SHP-001710,Supplier_A,Philadelphia,Seattle,Rail,1679,4255.73,Rain,Low,Medium,4,2,0
SHP-001711,Supplier_B,Chicago,Denver,Rail,2303,7194.78,Clear,Moderate,Critical,5,4,0
SHP-001712,Supplier_P,New York,Atlanta,Sea,1490,4454.8,Fog,Low,High,5,3,0
SHP-001713,Supplier_M,Dallas,Detroit,Sea,1842,7335.58,Clear,High,Critical,7,6,0
SHP-001714,Supplier_N,Dallas,Denver,Rail,2025,2368.54,Snow,Severe,Low,7,10,1
SHP-001715,Supplier_V,Los Angeles,Las Vegas,Rail,719,8140.76,Rain,High,High,7,6,0
SHP-001716,Supplier_D,Phoenix,Detroit,Air,1374,5904.89,Clear,Low,High,5,5,0
SHP-001717,Supplier_P,San Diego,Miami,Sea,1056,2147.09,Clear,Low,Low,4,2,0
SHP-001718,Supplier_W,Phoenix,Nashville,Road,2039,2405.37,Rain,Low,Low,8,12,1
SHP-001719,Supplier_O,Houston,Portland,Rail,4053,6298.9,Rain,Moderate,Critical,1,1,0
SHP-001720,Supplier_C,Philadelphia,Nashville,Sea,2481,8307.9,Clear,Moderate,Medium,1,1,0
SHP-001721,Supplier_C,New York,Denver,Rail,1068,4185.5,Fog,Moderate,High,6,5,0
SHP-001722,Supplier_K,Houston,Detroit,Road,1416,2620.09,Clear,Severe,High,2,1,0
SHP-001723,Supplier_T,Los Angeles,Atlanta,Air,1143,8676.77,Clear,Low,Medium,12,12,0
SHP-001724,Supplier_E,Houston,Detroit,Rail,381,6709.22,Rain,Low,Critical,3,2,0
SHP-001725,Supplier_C,San Antonio,Seattle,Sea,2944,4508.45,Clear,Low,Medium,4,3,0
SHP-001726,Supplier_E,Philadelphia,Las Vegas,Sea,1158,4904.61,Fog,Low,Low,14,13,0
SHP-001727,Supplier_I,New York,Atlanta,Sea,4393,2082.35,Clear,Low,Critical,2,2,0
SHP-001728,Supplier_T,Chicago,Boston,Sea,2632,6286.69,Clear,Moderate,High,10,9,0
SHP-001729,Supplier_U,Phoenix,Boston,Air,3928,3619.49,Clear,Low,Critical,7,5,0
SHP-001730,Supplier_S,San Jose,Portland,Air,1108,9956.67,Rain,Low,Medium,10,10,0
SHP-001731,Supplier_R,Los Angeles,Boston,Rail,1329,4827.83,Rain,High,Critical,1,7,1
SHP-001732,Supplier_W,San Antonio,Boston,Rail,1135,4884.56,Rain,Low,Critical,3,2,0
SHP-001733,Supplier_K,Houston,Seattle,Sea,4685,5680.23,Clear,Moderate,Low,2,1,0
SHP-001734,Supplier_M,New York,Miami,Road,375,9171.72,Clear,Low,Low,13,18,1
SHP-001735,Supplier_T,New York,Orlando,Road,2840,8018.14,Storm,Moderate,High,9,8,0
SHP-001736,Supplier_Q,San Jose,Nashville,Sea,2389,4538.74,Clear,Severe,Medium,8,15,1
SHP-001737,Supplier_J,San Diego,Seattle,Air,1339,7201.06,Storm,Low,Critical,3,2,0
SHP-001738,Supplier_O,San Jose,Boston,Rail,225,5883.04,Clear,Moderate,Medium,5,3,0
SHP-001739,Supplier_Q,Chicago,Las Vegas,Rail,4165,4949.05,Storm,High,High,3,9,1
SHP-001740,Supplier_T,Philadelphia,Miami,Sea,4412,1963.54,Clear,Moderate,Medium,14,13,0
SHP-001741,Supplier_N,Los Angeles,Portland,Road,3968,4666.17,Rain,Low,Low,11,18,1
SHP-001742,Supplier_D,Houston,Orlando,Road,1308,2495.89,Clear,Low,High,13,12,0
SHP-001743,Supplier_Z,Chicago,Portland,Sea,3349,9152.68,Clear,Moderate,Critical,12,10,0
SHP-001744,Supplier_W,San Diego,Miami,Sea,1018,3387.3,Clear,High,Low,11,16,1
SHP-001745,Supplier_D,Los Angeles,Detroit,Rail,4023,9525.03,Clear,Low,Medium,12,13,1
SHP-001746,Supplier_U,San Jose,Miami,Rail,4503,5353.9,Clear,Low,High,11,10,0
SHP-001747,Supplier_U,Philadelphia,Orlando,Rail,2069,6333.87,Rain,Low,High,6,6,0
SHP-001748,Supplier_Y,New York,Portland,Rail,2893,5452.26,Rain,Low,Low,5,11,1
SHP-001749,Supplier_R,New York,Detroit,Sea,991,1337.34,Snow,Low,Medium,11,13,1
SHP-001750,Supplier_X,Philadelphia,Boston,Rail,4570,3789.42,Rain,Low,Medium,2,1,0
SHP-001751,Supplier_G,Chicago,Detroit,Air,2133,1036.5,Rain,Low,Critical,14,12,0
SHP-001752,Supplier_N,Dallas,Atlanta,Road,1464,6248.39,Clear,Low,Critical,10,10,0
SHP-001753,Supplier_O,Los Angeles,Miami,Air,228,4496.4,Clear,Severe,Medium,8,7,0
SHP-001754,Supplier_H,Chicago,Detroit,Air,1114,7790.95,Clear,Low,Critical,6,4,0
SHP-001755,Supplier_N,San Diego,Denver,Road,1899,2243.68,Storm,Low,High,14,12,0
SHP-001756,Supplier_K,Houston,Nashville,Rail,4712,1687.43,Clear,Low,Medium,3,7,1
SHP-001757,Supplier_O,Philadelphia,Detroit,Road,1618,4093.01,Clear,Severe,Low,13,11,0
SHP-001758,Supplier_M,Dallas,Miami,Sea,4281,9269.52,Rain,High,High,13,13,0
SHP-001759,Supplier_N,Philadelphia,Atlanta,Sea,1298,7118.7,Clear,High,High,1,1,0
SHP-001760,Supplier_X,San Diego,Nashville,Rail,3973,4218.29,Storm,Low,High,5,12,1
SHP-001761,Supplier_D,Houston,Portland,Sea,2574,5196.86,Storm,High,Critical,12,10,0
SHP-001762,Supplier_K,New York,Seattle,Rail,3585,887.92,Clear,Moderate,High,11,9,0
SHP-001763,Supplier_N,San Antonio,Atlanta,Rail,4149,9846.53,Clear,Low,High,2,7,1
SHP-001764,Supplier_K,Philadelphia,Las Vegas,Air,3819,6680.75,Clear,Moderate,Critical,13,13,0
SHP-001765,Supplier_V,Chicago,Las Vegas,Road,402,2889.77,Rain,High,Critical,2,1,0
SHP-001766,Supplier_I,Phoenix,Denver,Sea,4052,5878.79,Clear,High,Medium,9,8,0
SHP-001767,Supplier_L,New York,Nashville,Road,4783,1139.35,Snow,High,High,11,12,1
SHP-001768,Supplier_E,San Diego,Atlanta,Road,1086,9660.07,Rain,Severe,High,13,11,0
SHP-001769,Supplier_V,San Diego,Portland,Rail,1963,1789.11,Clear,Low,High,10,10,0
SHP-001770,Supplier_P,Dallas,Miami,Air,4540,6497.9,Clear,Moderate,High,7,6,0
SHP-001771,Supplier_C,Phoenix,Denver,Sea,3172,2492.27,Snow,Low,Medium,6,8,1
SHP-001772,Supplier_C,Dallas,Boston,Road,3224,7189.74,Clear,High,High,13,13,0
SHP-001773,Supplier_C,San Diego,Seattle,Road,1427,7779.37,Storm,Low,High,1,4,1
SHP-001774,Supplier_C,Houston,Portland,Road,2508,6750.53,Clear,High,Low,14,15,1
SHP-001775,Supplier_N,San Jose,Nashville,Sea,3773,6164.27,Rain,Low,High,10,9,0
SHP-001776,Supplier_D,Chicago,Detroit,Road,3391,8930.07,Storm,Low,Low,2,9,1
SHP-001777,Supplier_X,Dallas,Boston,Rail,4133,832.34,Storm,Low,Critical,11,9,0
SHP-001778,Supplier_X,Philadelphia,Detroit,Air,803,3342.6,Clear,Low,Medium,7,7,0
SHP-001779,Supplier_L,Philadelphia,Nashville,Air,674,2520.46,Clear,High,Medium,3,1,0
SHP-001780,Supplier_Z,San Diego,Denver,Rail,3332,9880.74,Snow,Low,High,2,1,0
SHP-001781,Supplier_E,Phoenix,Las Vegas,Road,4883,3924.43,Clear,Moderate,High,6,13,1
SHP-001782,Supplier_R,San Jose,Boston,Rail,2732,7339.5,Clear,Low,Critical,8,8,0
SHP-001783,Supplier_B,Dallas,Atlanta,Sea,3928,6863.02,Fog,Low,High,8,8,0
SHP-001784,Supplier_S,Chicago,Portland,Sea,3330,2160.21,Clear,Low,Medium,11,9,0
SHP-001785,Supplier_R,Los Angeles,Portland,Road,588,2428.03,Clear,Low,High,2,2,0
SHP-001786,Supplier_R,Dallas,Denver,Sea,1447,2848.78,Clear,High,Critical,6,6,0
SHP-001787,Supplier_K,Chicago,Denver,Road,3781,4140.72,Rain,Moderate,High,12,11,0
SHP-001788,Supplier_V,San Diego,Detroit,Rail,3273,2381.53,Rain,Low,Low,5,9,1
SHP-001789,Supplier_D,Phoenix,Nashville,Road,4689,245.53,Clear,Moderate,Medium,7,6,0
SHP-001790,Supplier_N,Phoenix,Miami,Road,1767,8799.96,Clear,Low,Medium,4,2,0
SHP-001791,Supplier_L,Dallas,Detroit,Road,1737,9657.82,Clear,Low,Medium,12,10,0
SHP-001792,Supplier_V,Philadelphia,Seattle,Sea,4214,3448.63,Rain,Moderate,Low,13,16,1
SHP-001793,Supplier_Y,San Diego,Atlanta,Sea,3653,3418.14,Clear,Low,High,2,2,0
SHP-001794,Supplier_N,New York,Seattle,Road,1100,120.56,Fog,Moderate,Critical,10,8,0
SHP-001795,Supplier_X,Dallas,Boston,Sea,950,6818.49,Clear,Moderate,Medium,3,2,0
SHP-001796,Supplier_B,San Antonio,Miami,Sea,1488,8263.13,Fog,High,Critical,9,10,1
SHP-001797,Supplier_J,Chicago,Denver,Sea,3812,1508.75,Clear,Severe,Medium,10,17,1
SHP-001798,Supplier_T,New York,Nashville,Rail,1467,1638.68,Snow,Low,High,8,8,0
SHP-001799,Supplier_J,San Jose,Nashville,Rail,921,7911.33,Clear,Low,Low,13,11,0
SHP-001800,Supplier_L,Philadelphia,Detroit,Air,554,6182.09,Clear,Low,Medium,9,11,1
SHP-001801,Supplier_D,San Jose,Miami,Road,1724,496.36,Storm,Low,Medium,5,6,1
SHP-001802,Supplier_S,Houston,Denver,Air,2872,6244.34,Storm,High,Low,13,16,1
SHP-001803,Supplier_Q,Philadelphia,Seattle,Rail,3826,3123.73,Clear,High,Low,5,8,1
SHP-001804,Supplier_G,Los Angeles,Portland,Sea,3247,3718.82,Snow,Moderate,Critical,7,13,1
SHP-001805,Supplier_E,Dallas,Boston,Road,4189,7708.83,Rain,Moderate,Medium,7,11,1
SHP-001806,Supplier_V,San Antonio,Atlanta,Air,4906,8118.81,Storm,Low,Low,1,1,0
SHP-001807,Supplier_P,Houston,Nashville,Rail,2290,4033.55,Clear,Moderate,Medium,12,14,1
SHP-001808,Supplier_H,Dallas,Portland,Rail,1016,9474.17,Rain,High,Low,14,14,0
SHP-001809,Supplier_D,San Diego,Las Vegas,Road,4086,4094.3,Clear,Moderate,Critical,5,5,0
SHP-001810,Supplier_L,Dallas,Portland,Air,2975,7729.77,Clear,Low,Low,8,7,0
SHP-001811,Supplier_R,Chicago,Denver,Rail,1540,4864.58,Storm,Moderate,Critical,7,14,1
SHP-001812,Supplier_L,San Jose,Detroit,Rail,4500,8980.45,Clear,Low,High,11,12,1
SHP-001813,Supplier_D,Phoenix,Nashville,Sea,835,9082.22,Clear,Moderate,High,2,1,0
SHP-001814,Supplier_Y,Philadelphia,Las Vegas,Road,3668,919.8,Rain,Moderate,High,14,13,0
SHP-001815,Supplier_I,San Antonio,Nashville,Sea,3438,9368.11,Rain,Low,Medium,8,6,0
SHP-001816,Supplier_S,Philadelphia,Denver,Road,3115,8264.07,Clear,High,High,2,6,1
SHP-001817,Supplier_H,Los Angeles,Atlanta,Air,2989,7923.54,Clear,High,Critical,10,11,1
SHP-001818,Supplier_Z,Los Angeles,Atlanta,Rail,1061,2049.07,Fog,Low,High,1,1,0
